file,year,county,url
GIS,2013,Hillsborough,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/39 Hillsborough.zip
GIS,2013,Holmes,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/40 Holmes.zip
GIS,2013,Indian River,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/41 Indian River.zip
GIS,2013,Jackson,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/42 Jackson.zip
GIS,2013,Jefferson,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/43 Jefferson.zip
GIS,2013,Lafayette,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/44 Lafayette.zip
GIS,2013,Lake,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/45 Lake.zip
GIS,2013,Lee,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/46 Lee.zip
GIS,2013,Leon,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/47 Leon.zip
GIS,2013,Levy,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/48 Levy.zip
GIS,2013,Liberty,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/49 Liberty.zip
GIS,2013,Madison,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/50 Madison.zip
GIS,2013,Manatee,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/51 Manatee.zip
GIS,2013,Marion,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/52 Marion.zip
GIS,2013,Martin,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/53 Martin.zip
GIS,2013,Monroe,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/54 Monroe.zip
GIS,2013,Nassau,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/55 Nassau.zip
GIS,2013,Okaloosa,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/56 Okaloosa.zip
GIS,2013,Okeechobee,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/57 Okeechobee.zip
GIS,2013,Orange,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/58 Orange.zip
GIS,2013,Osceola,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/59 Osceola.zip
GIS,2013,Palm Beach,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/60 Palm Beach.zip
GIS,2013,Pasco,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/61 Pasco.zip
GIS,2013,Pinellas,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/62 Pinellas.zip
GIS,2013,Polk,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/63 Polk.zip
GIS,2013,Putnam,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/64 Putnam.zip
GIS,2013,St. Johns,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/65 St Johns.zip
GIS,2013,St. Lucie,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/66 St Lucie.zip
GIS,2013,Santa Rosa,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/67 Santa Rosa.zip
GIS,2013,Sarasota,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/68 Sarasota.zip
GIS,2013,Seminole,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/69 Seminole.zip
GIS,2013,Sumter,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/70 Sumter.zip
GIS,2013,Suwannee,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/71 Suwannee.zip
GIS,2013,Taylor,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/72 Taylor.zip
GIS,2013,Union,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/73 Union.zip
GIS,2013,Volusia,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/74 Volusia.zip
GIS,2013,Wakulla,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/75 Wakulla.zip
GIS,2013,Walton,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/76 Walton.zip
GIS,2013,Washington,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2013/77 Washington.zip
